Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompRatio,SatisfactionScore,WorkLifeFlag,IncomePerYearExp
30,2,231,2,8,2,4,3,1,62,3,3,7,3,0,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,1.2623164479972195,2.3333333333333335,0,660.3636363636364
22,0,457,1,26,2,4,2,0,85,2,1,6,3,1,2814,10293,1,1,14,3,2,0,4,2,2,4,2,1,3,0.6433470507544582,2.3333333333333335,1,562.8
55,2,189,0,26,4,0,3,1,71,4,5,3,2,1,19636,25811,4,1,18,3,1,1,35,0,3,10,9,1,4,5.053010808028821,2.0,0,545.4444444444445
54,2,431,1,7,4,3,4,0,68,3,2,6,4,1,6854,15696,4,0,15,3,2,1,14,2,2,7,1,1,7,1.566986739826246,3.3333333333333335,1,456.93333333333334
31,0,979,1,1,4,3,3,1,90,1,2,4,3,1,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4,0.9933699131229995,3.3333333333333335,0,620.7142857142857
20,2,500,2,2,3,3,3,0,49,2,1,8,3,2,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2,0.3552002780432705,3.3333333333333335,1,681.3333333333334
49,1,279,1,8,1,1,3,1,61,2,2,6,2,1,5130,24907,1,0,23,4,4,1,10,3,3,10,7,1,7,1.1728395061728396,3.0,0,466.3636363636364
37,0,1063,1,25,5,3,2,0,72,3,2,6,3,1,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,1.0171467764060356,2.0,0,278.0625
25,2,977,1,2,1,4,4,1,57,3,1,2,3,0,3977,7298,6,1,19,3,3,1,7,2,2,2,2,0,2,0.9092363968907179,3.3333333333333335,1,497.125
29,2,1370,1,3,1,3,2,1,87,3,1,2,1,2,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5,1.0797896662094193,2.3333333333333335,0,429.3636363636364
28,2,1172,2,3,3,3,2,0,78,3,1,8,2,1,2856,3692,1,0,19,3,4,1,1,3,3,1,0,0,0,0.4963072378138848,2.6666666666666665,0,1428.0
41,2,465,1,14,3,1,1,1,56,3,1,6,3,0,2451,4609,4,0,12,3,1,1,13,2,3,9,8,1,8,0.5603566529492455,1.6666666666666667,0,175.07142857142858
31,0,1188,2,20,2,2,4,0,45,3,2,7,3,1,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,1.204622469371796,3.6666666666666665,1,693.2
30,2,1358,2,16,1,1,4,1,96,3,2,7,3,1,5301,2939,8,0,15,3,3,2,4,2,2,2,1,2,2,0.9211921105222001,3.3333333333333335,1,1060.2
36,1,635,1,18,1,3,2,0,73,3,1,2,4,2,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7,0.4922267946959305,2.3333333333333335,0,239.22222222222223
54,2,685,1,3,3,1,4,1,85,3,4,5,4,1,17779,23474,3,0,14,3,1,0,36,2,3,10,9,0,9,4.064700502972108,3.0,0,480.5135135135135
38,2,130,2,2,2,2,4,1,32,3,3,7,2,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,1.2774350508297854,3.0,0,668.2727272727273
38,2,1261,1,2,4,1,4,1,88,3,2,4,3,1,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0,1.4981710105166894,3.0,0,436.8666666666667
38,1,216,1,23,3,1,4,1,44,2,3,4,3,2,9526,8787,0,0,21,4,2,0,10,2,3,9,7,1,8,2.1778692272519433,3.0,0,866.0
28,2,1179,1,19,4,3,4,1,78,2,1,2,1,1,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,0.7306812985825332,2.6666666666666665,0,456.57142857142856
34,2,216,2,1,4,2,2,1,75,4,2,7,4,0,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,1.6899817534103745,3.3333333333333335,1,572.0588235294117
36,0,845,2,1,5,3,4,0,45,3,2,7,4,2,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,1.156138674081154,3.3333333333333335,0,831.625
29,1,459,1,24,2,1,4,1,73,2,1,6,4,2,2439,14753,1,1,24,4,2,0,1,3,2,1,0,1,0,0.5576131687242798,3.3333333333333335,1,1219.5
54,1,928,1,20,4,1,4,0,31,3,2,6,3,2,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,1.1131687242798354,3.6666666666666665,1,231.85714285714286
36,1,566,1,18,4,1,3,1,81,4,1,2,4,1,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0,0.8431641518061271,3.6666666666666665,0,737.6
36,2,1120,2,11,4,2,2,0,100,2,2,7,4,1,6652,14369,4,0,13,3,1,1,8,2,2,6,3,0,0,1.1559648970371015,2.3333333333333335,1,739.1111111111111
32,0,1200,1,1,4,5,4,1,62,3,2,6,1,1,4087,25174,4,0,14,3,2,1,9,3,2,6,5,1,2,0.9343850022862369,2.3333333333333335,1,408.7
60,2,1179,2,16,4,2,1,1,84,3,2,7,1,2,5405,11924,8,0,14,3,4,0,10,1,3,2,2,2,2,0.9392649231036581,2.0,0,491.3636363636364
33,2,867,1,8,4,1,4,1,90,4,1,6,1,1,3143,6076,6,0,19,3,2,1,14,1,3,10,8,7,6,0.7185642432556013,2.3333333333333335,0,209.53333333333333
38,1,1189,1,1,3,1,4,1,90,3,2,6,4,1,4735,9867,7,0,15,3,4,2,19,4,4,13,11,2,9,1.082533150434385,4.0,0,236.75
29,2,942,1,15,1,1,2,0,69,1,1,6,4,1,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,0.49565614997713764,2.3333333333333335,1,309.7142857142857
53,2,238,2,1,1,3,4,0,34,3,2,7,1,2,8381,7507,7,0,20,4,4,0,18,2,4,14,7,8,10,1.4564254062038404,3.0,0,441.10526315789474
55,2,147,1,20,2,5,2,1,37,3,2,2,4,1,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8,1.237997256515775,3.3333333333333335,0,416.53846153846155
50,2,1046,1,10,3,5,4,1,100,2,3,0,4,2,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,2.399634202103338,4.0,0,499.8095238095238
35,2,1229,1,8,1,1,4,1,36,4,1,2,4,1,2269,4892,1,0,19,3,4,0,1,2,3,1,0,0,1,0.5187471422039324,4.0,0,1134.5
46,2,1254,2,10,3,1,3,0,64,3,3,7,2,1,7314,14011,5,0,21,4,3,3,14,2,3,8,7,0,7,1.2710053001998436,2.6666666666666665,0,487.6
23,2,1320,1,8,1,3,4,1,93,2,1,2,3,2,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,0.9119798811156836,2.6666666666666665,0,664.8333333333334
54,2,1217,1,2,4,5,1,0,60,3,3,5,3,1,13549,24001,9,0,12,3,1,1,16,5,1,4,3,0,3,3.0976223136716965,1.6666666666666667,1,797.0
25,2,867,2,19,2,2,3,1,36,2,1,8,2,1,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,0.41932400729863584,2.6666666666666665,0,1206.5
28,2,1158,1,9,3,3,4,1,94,3,1,6,4,1,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4,0.4732510288065844,4.0,1,345.0
56,2,1400,1,7,3,1,4,1,49,1,3,4,4,2,7260,21698,4,0,11,3,1,0,37,3,2,6,4,0,2,1.6598079561042525,3.0,1,191.05263157894737
44,2,1097,1,10,4,1,3,1,96,3,1,6,3,2,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,0.6712391403749428,3.0,0,419.42857142857144
45,1,1199,1,7,4,1,1,1,77,4,2,4,3,1,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2,1.4709647919524462,2.6666666666666665,0,643.4
38,0,152,2,10,3,5,3,0,85,3,2,7,4,2,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,0.9846207316013554,3.0,0,809.4285714285714
48,2,1108,1,15,4,4,3,0,65,3,1,6,1,1,2367,16530,8,0,12,3,4,1,10,3,2,8,2,7,6,0.5411522633744856,2.6666666666666665,1,215.1818181818182
33,2,1216,2,8,4,2,3,1,39,3,2,7,3,0,7104,20431,0,0,12,3,4,0,6,3,3,5,0,1,2,1.2345121209488226,3.3333333333333335,0,1014.8571428571429
40,1,580,2,5,4,1,4,1,48,2,3,7,1,1,10475,23772,5,1,21,4,3,1,20,2,3,18,13,1,12,1.820314536449735,2.6666666666666665,0,498.8095238095238
38,2,1180,1,29,1,3,2,1,70,3,2,0,1,1,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,1.5256058527663465,1.6666666666666667,0,370.72222222222223
41,2,930,2,3,3,1,3,1,57,2,2,7,2,0,8938,12227,2,0,11,3,3,1,14,5,3,5,4,0,4,1.5532192197410721,2.6666666666666665,0,595.8666666666667
39,2,170,1,3,2,3,3,1,76,2,2,2,3,0,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7,0.7016460905349794,3.3333333333333335,0,255.75
41,0,256,2,10,2,3,3,1,40,1,2,7,2,2,6151,22074,1,0,13,3,1,0,19,4,3,19,2,11,9,1.0689025979668085,2.0,0,307.55
33,0,722,2,17,3,1,4,1,38,3,4,3,3,2,17444,20489,1,0,11,3,4,0,10,2,3,10,8,6,0,3.031366756451473,3.6666666666666665,0,1585.8181818181818
24,1,1287,1,7,3,1,1,0,55,3,1,2,3,1,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,0.6598079561042524,2.6666666666666665,0,412.2857142857143
38,2,168,1,1,3,1,3,0,81,3,3,4,3,2,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0,1.7972107910379516,3.3333333333333335,0,714.6363636363636
36,2,1278,0,8,3,1,1,1,77,2,1,1,1,1,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3,0.6026762738033968,1.6666666666666667,0,334.57142857142856
29,1,1413,2,1,1,3,2,0,42,3,3,7,4,1,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,1.3759666348075419,3.3333333333333335,0,659.8333333333334
33,2,461,1,13,1,1,2,0,53,3,1,6,4,2,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,0.7892089620484682,2.3333333333333335,0,575.3333333333334
29,2,986,1,3,4,3,2,1,93,2,3,5,3,1,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,2.728623685413809,2.6666666666666665,0,1085.0
37,2,807,0,6,4,0,3,1,63,3,1,1,1,0,2073,23648,4,1,22,4,4,0,7,3,3,3,2,0,2,0.5334534225424601,2.6666666666666665,0,259.125
38,2,343,1,15,2,1,3,1,92,2,3,5,4,0,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,2.6314586191129403,3.0,0,885.3846153846154
45,0,1238,1,1,1,1,3,1,74,2,3,0,3,1,10748,3395,3,0,23,4,4,1,25,3,2,23,15,14,4,2.4572473708276177,3.3333333333333335,1,413.38461538461536
24,0,1092,1,9,3,1,3,1,60,2,1,2,2,0,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,0.6159122085048011,2.6666666666666665,0,1347.0
36,2,938,1,2,4,3,3,1,79,3,1,2,3,2,2519,12287,4,0,21,4,3,0,16,6,3,11,8,3,9,0.5759030635573845,3.0,0,148.1764705882353
24,0,673,1,11,2,4,1,0,96,4,2,4,3,0,4011,8232,0,0,18,3,4,1,5,5,2,4,2,1,3,0.9170096021947873,2.6666666666666665,1,668.5
35,2,607,1,9,3,1,4,0,66,2,3,4,3,1,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15,2.442844078646548,3.0,0,593.6111111111111
52,1,890,1,25,4,3,3,0,81,2,4,4,4,1,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0,3.1609510745313214,3.3333333333333335,0,432.0625
54,2,376,1,19,4,3,4,0,95,3,2,4,1,0,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4,1.2540009144947417,2.3333333333333335,0,548.5
45,2,1339,1,7,3,1,2,1,59,3,3,6,1,0,9724,18787,2,0,17,3,3,1,25,2,3,1,0,0,0,2.2231367169638774,2.0,0,374.0
39,2,1387,1,10,5,3,2,1,76,3,2,4,1,1,5377,3835,2,0,13,3,4,3,10,3,3,7,7,7,7,1.2293095564700502,2.3333333333333335,0,488.8181818181818
45,2,561,2,2,3,4,4,1,61,3,2,7,2,1,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,0.8349986966721696,2.6666666666666665,0,480.5
35,1,130,1,25,4,1,4,0,96,3,1,6,2,0,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8,0.46227709190672156,2.3333333333333335,1,183.8181818181818
39,2,117,1,10,1,3,3,1,99,3,4,3,1,1,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10,3.9021490626428896,2.6666666666666665,0,775.8181818181819
34,2,254,1,1,2,1,2,1,83,2,1,6,4,1,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,0.8280749885688158,3.3333333333333335,0,517.4285714285714
45,0,1052,2,6,3,3,4,0,57,2,3,7,4,2,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8,1.5405334955252412,4.0,0,369.375
25,2,309,0,2,3,0,3,0,82,3,1,1,2,1,2187,19655,4,0,14,3,3,0,6,3,3,2,0,1,2,0.5627895007720021,2.6666666666666665,0,312.42857142857144
37,0,728,1,1,4,3,1,0,80,3,3,5,4,0,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,3.1099679926840422,2.0,0,850.1875
22,2,1294,1,8,1,3,3,0,79,3,1,2,1,1,2398,15999,1,1,17,3,3,0,1,6,3,1,0,0,0,0.5482395976223137,2.3333333333333335,0,1199.0
45,2,1015,1,5,5,3,3,0,50,1,2,2,1,2,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4,1.3189300411522633,1.6666666666666667,0,524.4545454545455
42,1,288,1,2,3,1,4,1,40,3,3,0,4,1,10124,18611,2,1,14,3,3,1,24,3,1,20,8,13,9,2.314586191129401,3.6666666666666665,1,404.96
34,2,629,1,27,2,3,4,0,95,3,1,6,2,2,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2,0.5283493369913123,3.3333333333333335,0,231.1
34,2,167,1,8,5,1,2,0,32,3,2,4,1,0,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0,1.1707818930041152,2.0,0,640.125
49,2,809,1,1,3,1,3,1,36,3,4,3,3,2,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0,3.5160036579789664,2.3333333333333335,0,640.7916666666666
36,2,1223,1,8,3,5,3,0,59,3,3,0,3,0,10096,8202,1,0,13,3,2,3,17,2,3,17,14,12,8,2.3081847279378143,2.6666666666666665,0,560.8888888888889
29,2,665,1,15,3,1,3,1,60,3,1,6,4,2,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5,0.5349794238683128,2.6666666666666665,0,334.2857142857143
27,2,199,1,6,3,1,4,1,55,2,1,6,3,1,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,0.5804755372656607,3.3333333333333335,0,507.8
36,1,1213,0,2,1,0,2,1,94,2,2,1,4,2,3886,4223,1,0,21,4,4,0,10,2,2,10,1,0,8,1.0,3.3333333333333335,1,353.27272727272725
35,2,660,2,7,1,1,4,1,76,3,1,8,3,1,2404,16192,1,0,13,3,1,1,1,3,3,1,0,0,0,0.41776001390216355,2.6666666666666665,0,1202.0
43,1,313,1,21,3,3,4,1,61,3,1,2,4,1,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,0.5162322816643804,3.0,0,250.88888888888889
35,2,992,1,1,3,3,4,1,68,2,1,2,1,2,2450,21731,1,0,19,3,2,0,3,3,3,3,0,1,2,0.5601280292638318,2.3333333333333335,0,612.5
53,1,124,2,2,3,2,3,0,38,2,3,7,2,1,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,1.307672256494917,2.0,0,242.74193548387098
31,2,525,2,6,4,3,1,1,66,4,2,7,4,0,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,0.9488226605265444,3.0,0,390.0
50,1,333,1,22,5,3,3,1,88,1,4,5,4,2,14411,24450,1,1,13,3,4,0,32,2,3,32,6,13,9,3.2946959304983996,3.6666666666666665,0,436.6969696969697
25,2,949,1,1,3,5,1,1,81,3,1,2,4,1,3229,4910,4,0,11,3,2,1,7,2,2,3,2,0,2,0.7382258802011888,2.3333333333333335,1,403.625
39,2,613,1,6,1,3,4,1,42,2,3,0,1,1,9991,21457,4,0,15,3,1,1,9,5,3,7,7,1,7,2.2841792409693644,2.0,0,999.1
34,2,419,1,7,4,1,1,0,53,3,3,5,2,2,11994,21293,0,0,11,3,3,0,13,4,3,12,6,2,11,2.7421124828532237,2.0,0,856.7142857142857
35,2,950,1,7,3,4,3,1,59,3,3,4,3,2,10221,18869,3,0,21,4,2,0,17,3,4,8,5,1,6,2.3367626886145403,2.6666666666666665,0,567.8333333333334
20,2,805,1,3,3,1,1,1,87,2,1,2,3,2,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,0.6934156378600823,1.6666666666666667,1,1011.0
27,2,591,1,2,1,3,1,1,40,3,1,2,2,1,3468,16632,9,0,12,3,4,1,6,3,3,2,2,2,2,0.7928669410150891,2.3333333333333335,0,495.42857142857144
27,2,1377,2,2,3,1,4,1,74,3,2,7,3,2,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,0.7781736032670085,2.6666666666666665,0,746.3333333333334
52,2,1053,1,1,2,1,4,1,70,3,4,3,4,1,17099,13829,2,0,15,3,2,1,26,2,2,9,8,7,8,3.909236396890718,3.3333333333333335,1,633.2962962962963
32,1,116,1,13,3,4,3,0,77,2,1,2,2,1,2743,7331,1,0,20,4,3,1,2,2,3,2,2,2,2,0.6271147690900777,2.6666666666666665,0,914.3333333333334
50,2,1099,1,29,4,1,2,1,88,2,4,3,3,1,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,3.897119341563786,2.3333333333333335,0,587.7931034482758
49,1,636,1,10,4,1,3,0,35,3,5,5,1,2,18665,25594,9,1,11,3,4,0,22,4,3,3,2,1,2,4.267261088248743,2.6666666666666665,0,811.5217391304348
32,2,374,1,25,4,1,1,1,87,3,1,2,4,2,2795,18016,1,1,24,4,3,0,1,2,1,1,0,0,1,0.6390032007315958,2.6666666666666665,1,1397.5
34,1,135,1,19,3,3,3,0,46,3,2,2,2,0,4444,22534,4,0,13,3,3,2,15,2,4,11,8,5,10,1.0160036579789666,2.6666666666666665,0,277.75
36,2,922,1,3,2,1,1,0,39,3,1,2,4,0,2835,2561,5,0,22,4,1,1,7,2,3,1,0,0,0,0.6481481481481481,2.0,0,354.375
52,2,994,1,7,4,1,2,1,87,3,3,0,2,2,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,2.387974394147234,2.6666666666666665,0,549.7368421052631
30,2,1427,1,2,1,3,2,1,35,2,1,2,4,2,2720,11162,0,0,13,3,4,0,6,3,3,5,3,1,2,0.6218564243255601,3.3333333333333335,0,388.57142857142856
58,0,350,2,2,3,3,2,1,52,3,4,3,2,0,16291,22577,4,0,22,4,4,1,37,0,2,16,9,14,14,2.8310018246589626,2.6666666666666665,1,428.7105263157895
42,1,570,1,8,3,1,2,1,66,3,5,3,4,0,18430,16225,1,0,13,3,2,1,24,4,2,24,7,14,9,4.213534522176498,2.6666666666666665,1,737.2
49,2,1313,2,11,4,2,4,0,80,3,2,7,4,2,4507,8191,3,0,12,3,3,0,8,1,4,5,1,0,4,0.7832131375445304,3.6666666666666665,0,500.77777777777777
43,2,415,2,25,3,3,3,1,79,2,3,7,4,0,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,1.8764445216786863,3.3333333333333335,0,568.3157894736842
40,2,896,1,2,3,3,3,1,68,3,1,6,3,0,2345,8045,2,0,14,3,3,1,8,3,4,3,1,1,2,0.5361225422953818,3.0,0,260.55555555555554
55,2,452,1,1,3,3,4,1,81,3,5,3,1,2,19045,18938,0,1,14,3,3,0,37,2,3,36,10,4,13,4.35413808870599,2.6666666666666665,0,501.1842105263158
32,1,1311,1,7,3,1,2,1,100,4,1,2,2,1,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3,0.638774577046182,2.3333333333333335,1,465.6666666666667
55,0,444,1,2,1,3,3,1,40,2,4,3,1,2,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2,3.8308184727937813,2.0,0,523.625
31,2,192,1,2,4,1,3,1,32,3,1,6,4,0,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,0.6161408321902149,3.0,1,673.75
43,2,990,1,27,3,5,4,1,87,4,1,2,2,0,4876,5855,5,0,12,3,3,1,8,0,3,6,4,0,2,1.114769090077732,3.0,0,541.7777777777778
34,2,404,1,2,4,5,3,0,98,3,2,0,4,2,6687,6163,1,0,11,3,4,0,14,2,4,14,11,4,11,1.52880658436214,3.6666666666666665,0,445.8
40,2,804,1,2,1,3,4,0,86,2,1,6,4,2,2342,22929,0,1,20,4,4,0,5,2,2,4,2,2,3,0.5354366712391404,4.0,1,390.3333333333333
42,0,335,1,23,2,1,4,1,37,2,2,6,3,2,4332,14811,1,0,12,3,4,0,20,2,3,20,9,3,7,0.99039780521262,3.6666666666666665,0,206.28571428571428
28,2,580,1,27,3,3,2,0,39,1,2,4,1,0,4877,20460,0,0,21,4,2,1,6,5,2,5,3,0,0,1.114997713763146,1.6666666666666667,1,696.7142857142857
40,1,720,1,16,4,3,1,1,51,2,2,2,3,2,5094,11983,6,0,14,3,4,0,10,6,3,1,0,0,0,1.1646090534979423,2.6666666666666665,0,463.09090909090907
35,2,1343,1,27,1,3,3,0,53,2,1,6,1,2,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1,0.5850480109739369,2.6666666666666665,1,365.57142857142856
32,2,1089,1,7,2,1,4,1,79,3,2,2,3,1,4883,22845,1,0,18,3,1,1,10,3,3,10,4,1,1,1.1163694558756287,2.6666666666666665,0,443.90909090909093
34,2,1153,1,1,2,3,1,1,94,3,2,4,2,1,4325,17736,1,0,15,3,3,0,5,2,3,5,2,1,3,0.9887974394147233,2.0,0,720.8333333333334
35,2,104,1,2,3,1,1,0,69,3,1,2,1,0,2074,26619,1,1,12,3,4,1,1,2,3,1,0,0,0,0.4741655235482396,2.0,0,1037.0
20,2,1141,2,2,3,3,3,0,31,3,1,8,3,2,2783,13251,1,0,19,3,1,0,2,3,3,2,2,2,2,0.4836215135980537,2.3333333333333335,0,927.6666666666666
52,2,1490,1,4,2,1,4,0,30,3,4,3,4,1,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,3.784865112025606,4.0,1,517.34375
49,2,271,1,3,2,3,3,0,43,2,2,2,1,1,4789,23070,4,0,25,4,1,1,10,3,3,3,2,1,2,1.0948788294467307,1.6666666666666667,0,435.3636363636364
44,0,981,1,5,3,1,3,1,90,2,1,2,3,2,3162,7973,3,0,14,3,4,0,7,5,3,5,2,0,3,0.7229080932784636,3.3333333333333335,0,395.25
36,0,1229,2,8,4,5,1,1,84,3,2,7,4,0,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7,0.8826136067425493,3.0,0,390.6923076923077
32,2,634,1,5,4,4,2,0,35,4,1,6,4,1,3312,18783,3,0,17,3,4,2,6,3,3,3,2,0,2,0.757201646090535,3.3333333333333335,0,473.14285714285717
22,2,581,1,1,2,1,4,1,63,3,1,6,3,2,3375,17624,0,0,12,3,4,0,4,2,4,3,2,1,2,0.7716049382716049,3.6666666666666665,0,675.0
37,2,367,1,25,2,3,3,0,52,2,2,0,4,0,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,1.3102423411065387,3.3333333333333335,0,573.1
30,0,1116,1,2,3,3,3,0,49,3,1,2,4,2,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,0.5861911294010059,3.3333333333333335,1,197.23076923076923
33,2,589,1,28,4,1,2,1,79,3,2,2,3,1,5207,22949,1,1,12,3,2,1,15,3,3,15,14,5,7,1.1904435299497027,2.3333333333333335,0,325.4375
41,2,337,2,8,3,2,3,0,54,3,2,7,2,1,4393,26841,5,0,21,4,3,1,14,3,3,5,4,1,4,0.7634025545225476,2.6666666666666665,0,292.8666666666667
41,2,582,1,28,4,1,1,0,60,2,4,4,2,1,13570,5640,0,0,23,4,3,1,21,3,3,20,7,0,10,3.1024234110653865,2.0,0,616.8181818181819
29,1,490,1,10,3,1,4,0,61,3,1,6,2,0,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,0.752400548696845,3.3333333333333335,1,365.6666666666667
51,2,1178,2,14,2,1,3,0,87,3,2,7,4,1,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,0.8577634894430446,3.3333333333333335,1,259.7894736842105
53,2,1168,2,24,4,1,1,1,66,3,3,7,1,2,10448,5843,6,1,13,3,2,0,15,2,2,2,2,2,2,1.815622556260318,1.3333333333333333,1,653.0
43,2,177,1,8,3,1,1,0,55,3,2,4,2,0,4765,23814,4,0,21,4,3,1,4,2,4,1,0,0,0,1.0893918609967992,2.0,0,953.0
29,1,746,2,24,3,5,3,1,45,4,1,8,1,2,1091,10642,1,0,17,3,4,0,1,3,3,1,0,0,0,0.18959075506125642,2.6666666666666665,0,545.5
32,1,430,1,24,4,1,1,1,80,3,2,2,4,1,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7,1.2137631458619114,3.0,0,482.6363636363636
28,2,1434,1,5,4,5,3,1,50,3,1,2,3,2,3441,11179,1,1,13,3,3,0,2,3,2,2,2,2,2,0.7866941015089163,3.0,1,1147.0
27,2,135,1,17,4,1,4,0,51,3,1,6,3,2,2394,25681,1,1,13,3,4,0,8,2,3,8,2,7,7,0.5473251028806584,3.6666666666666665,0,266.0
35,1,944,2,1,3,2,3,0,92,3,3,7,3,2,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,1.5273264401772526,2.3333333333333335,0,799.0
42,2,932,1,1,2,1,4,0,43,2,2,4,4,1,6062,4051,9,1,13,3,4,1,8,4,3,4,3,0,2,1.3859167809785093,4.0,0,673.5555555555555
34,2,1354,1,5,3,3,3,0,45,2,3,3,1,2,11631,5615,2,0,12,3,4,0,14,6,3,11,10,5,8,2.659122085048011,2.6666666666666665,0,775.4
25,2,141,2,3,1,4,3,1,98,3,2,7,1,1,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3,0.7288209227561039,2.6666666666666665,0,699.0
34,2,1346,1,19,2,3,2,1,93,3,1,2,4,0,2661,8758,0,0,11,3,3,1,3,2,3,2,2,1,2,0.6083676268861454,3.0,0,665.25
27,2,798,1,6,4,3,1,0,66,2,1,6,3,0,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,0.5,2.3333333333333335,1,312.42857142857144
34,1,234,1,9,4,1,4,1,93,3,2,2,1,1,5346,6208,4,0,17,3,3,1,11,3,2,7,1,0,7,1.2222222222222223,2.6666666666666665,1,445.5
33,2,813,1,14,3,3,3,1,58,3,1,2,4,1,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4,0.5569272976680384,3.3333333333333335,1,270.6666666666667
27,2,1302,1,19,3,4,4,1,67,2,1,2,1,0,4066,16290,1,0,11,3,1,2,7,3,3,7,7,0,7,0.9295839048925468,2.0,0,508.25
35,2,982,1,1,4,3,4,1,58,2,1,2,3,1,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,0.5162322816643804,3.0,0,205.27272727272728
